season_day,dteday,hour,casual_hour,registered_hour,count_hour,count_day,time_group
fall,2011-06-30,0,15,39,54,5515,
fall,2011-06-30,1,13,19,32,5515,01:00 - 02:59
fall,2011-06-30,2,2,6,8,5515,01:00 - 02:59
fall,2011-06-30,3,2,7,9,5515,03:00 - 04:59
fall,2011-06-30,4,2,4,6,5515,03:00 - 04:59
fall,2011-06-30,5,1,24,25,5515,05:00 - 06:59
fall,2011-06-30,6,4,119,123,5515,05:00 - 06:59
fall,2011-06-30,7,29,291,320,5515,07:00 - 08:59
fall,2011-06-30,8,44,511,555,5515,07:00 - 08:59
fall,2011-06-30,9,33,227,260,5515,09:00 - 10:59
fall,2011-06-30,10,35,97,132,5515,09:00 - 10:59
fall,2011-06-30,11,47,122,169,5515,11:00 - 12:59
fall,2011-06-30,12,50,183,233,5515,11:00 - 12:59
fall,2011-06-30,13,70,162,232,5515,13:00 - 14:59
fall,2011-06-30,14,46,117,163,5515,13:00 - 14:59
fall,2011-06-30,15,64,176,240,5515,15:00 - 16:59
fall,2011-06-30,16,63,260,323,5515,15:00 - 16:59
fall,2011-06-30,17,98,496,594,5515,17:00 - 18:59
fall,2011-06-30,18,114,472,586,5515,17:00 - 18:59
fall,2011-06-30,19,89,366,455,5515,19:00 - 20:59
fall,2011-06-30,20,55,285,340,5515,19:00 - 20:59
fall,2011-06-30,21,81,242,323,5515,21:00 - 22:59
fall,2011-06-30,22,43,164,207,5515,21:00 - 22:59
fall,2011-06-30,23,27,99,126,5515,23:00 - 24:59
fall,2011-07-01,0,20,48,68,5362,
fall,2011-07-01,1,15,16,31,5362,01:00 - 02:59
fall,2011-07-01,2,6,7,13,5362,01:00 - 02:59
fall,2011-07-01,3,5,6,11,5362,03:00 - 04:59
fall,2011-07-01,4,1,5,6,5362,03:00 - 04:59
fall,2011-07-01,5,3,27,30,5362,05:00 - 06:59
fall,2011-07-01,6,11,97,108,5362,05:00 - 06:59
fall,2011-07-01,7,25,218,243,5362,07:00 - 08:59
fall,2011-07-01,8,39,453,492,5362,07:00 - 08:59
fall,2011-07-01,9,58,202,260,5362,09:00 - 10:59
fall,2011-07-01,10,61,109,170,5362,09:00 - 10:59
fall,2011-07-01,11,68,146,214,5362,11:00 - 12:59
fall,2011-07-01,12,83,180,263,5362,11:00 - 12:59
fall,2011-07-01,13,83,209,292,5362,13:00 - 14:59
fall,2011-07-01,14,78,225,303,5362,13:00 - 14:59
fall,2011-07-01,15,82,299,381,5362,15:00 - 16:59
fall,2011-07-01,16,85,342,427,5362,15:00 - 16:59
fall,2011-07-01,17,99,362,461,5362,17:00 - 18:59
fall,2011-07-01,18,98,324,422,5362,17:00 - 18:59
fall,2011-07-01,19,80,238,318,5362,19:00 - 20:59
fall,2011-07-01,20,84,185,269,5362,19:00 - 20:59
fall,2011-07-01,21,69,149,218,5362,21:00 - 22:59
fall,2011-07-01,22,49,173,222,5362,21:00 - 22:59
fall,2011-07-01,23,44,96,140,5362,23:00 - 24:59
fall,2011-07-02,0,31,84,115,5119,
fall,2011-07-02,1,20,58,78,5119,01:00 - 02:59
fall,2011-07-02,2,9,43,52,5119,01:00 - 02:59
fall,2011-07-02,3,5,21,26,5119,03:00 - 04:59
fall,2011-07-02,4,3,8,11,5119,03:00 - 04:59
fall,2011-07-02,5,1,13,14,5119,05:00 - 06:59
fall,2011-07-02,6,11,21,32,5119,05:00 - 06:59
fall,2011-07-02,7,10,35,45,5119,07:00 - 08:59
fall,2011-07-02,8,38,94,132,5119,07:00 - 08:59
fall,2011-07-02,9,55,124,179,5119,09:00 - 10:59
fall,2011-07-02,10,103,168,271,5119,09:00 - 10:59
fall,2011-07-02,11,144,213,357,5119,11:00 - 12:59
fall,2011-07-02,12,142,232,374,5119,11:00 - 12:59
fall,2011-07-02,13,178,226,404,5119,13:00 - 14:59
fall,2011-07-02,14,177,215,392,5119,13:00 - 14:59
fall,2011-07-02,15,168,163,331,5119,15:00 - 16:59
fall,2011-07-02,16,206,192,398,5119,15:00 - 16:59
fall,2011-07-02,17,179,170,349,5119,17:00 - 18:59
fall,2011-07-02,18,193,190,383,5119,17:00 - 18:59
fall,2011-07-02,19,156,149,305,5119,19:00 - 20:59
fall,2011-07-02,20,136,148,284,5119,19:00 - 20:59
fall,2011-07-02,21,95,137,232,5119,21:00 - 22:59
fall,2011-07-02,22,78,123,201,5119,21:00 - 22:59
fall,2011-07-02,23,66,88,154,5119,23:00 - 24:59
fall,2011-07-03,0,47,97,144,4649,
fall,2011-07-03,1,23,55,78,4649,01:00 - 02:59
fall,2011-07-03,2,19,50,69,4649,01:00 - 02:59
fall,2011-07-03,3,8,25,33,4649,03:00 - 04:59
fall,2011-07-03,4,3,2,5,4649,03:00 - 04:59
fall,2011-07-03,5,0,1,1,4649,05:00 - 06:59
fall,2011-07-03,6,0,3,3,4649,05:00 - 06:59
fall,2011-07-03,7,3,22,25,4649,07:00 - 08:59
fall,2011-07-03,8,39,53,92,4649,07:00 - 08:59
fall,2011-07-03,9,82,99,181,4649,09:00 - 10:59
fall,2011-07-03,10,131,133,264,4649,09:00 - 10:59
fall,2011-07-03,11,215,175,390,4649,11:00 - 12:59
fall,2011-07-03,12,198,206,404,4649,11:00 - 12:59
fall,2011-07-03,13,248,173,421,4649,13:00 - 14:59
fall,2011-07-03,14,225,150,375,4649,13:00 - 14:59
fall,2011-07-03,15,194,182,376,4649,15:00 - 16:59
fall,2011-07-03,16,195,219,414,4649,15:00 - 16:59
fall,2011-07-03,17,181,177,358,4649,17:00 - 18:59
fall,2011-07-03,18,74,107,181,4649,17:00 - 18:59
fall,2011-07-03,19,100,83,183,4649,19:00 - 20:59
fall,2011-07-03,20,83,93,176,4649,19:00 - 20:59
fall,2011-07-03,21,75,92,167,4649,21:00 - 22:59
fall,2011-07-03,22,69,93,162,4649,21:00 - 22:59
fall,2011-07-03,23,70,77,147,4649,23:00 - 24:59
fall,2011-07-04,0,63,77,140,6043,
fall,2011-07-04,1,43,76,119,6043,01:00 - 02:59
fall,2011-07-04,2,33,30,63,6043,01:00 - 02:59
fall,2011-07-04,3,13,13,26,6043,03:00 - 04:59
fall,2011-07-04,4,8,4,12,6043,03:00 - 04:59
fall,2011-07-04,5,1,3,4,6043,05:00 - 06:59
fall,2011-07-04,6,5,11,16,6043,05:00 - 06:59
fall,2011-07-04,7,17,19,36,6043,07:00 - 08:59
fall,2011-07-04,8,42,44,86,6043,07:00 - 08:59
fall,2011-07-04,9,142,96,238,6043,09:00 - 10:59
fall,2011-07-04,10,166,114,280,6043,09:00 - 10:59
fall,2011-07-04,11,177,172,349,6043,11:00 - 12:59
fall,2011-07-04,12,237,210,447,6043,11:00 - 12:59
fall,2011-07-04,13,242,181,423,6043,13:00 - 14:59
fall,2011-07-04,14,235,173,408,6043,13:00 - 14:59
fall,2011-07-04,15,224,184,408,6043,15:00 - 16:59
fall,2011-07-04,16,236,216,452,6043,15:00 - 16:59
fall,2011-07-04,17,240,196,436,6043,17:00 - 18:59
fall,2011-07-04,18,222,196,418,6043,17:00 - 18:59
fall,2011-07-04,19,170,205,375,6043,19:00 - 20:59
fall,2011-07-04,20,195,191,386,6043,19:00 - 20:59
fall,2011-07-04,21,195,262,457,6043,21:00 - 22:59
fall,2011-07-04,22,115,211,326,6043,21:00 - 22:59
fall,2011-07-04,23,44,94,138,6043,23:00 - 24:59
fall,2011-07-05,0,19,36,55,4665,
fall,2011-07-05,1,15,24,39,4665,01:00 - 02:59
fall,2011-07-05,2,8,5,13,4665,01:00 - 02:59
fall,2011-07-05,3,1,7,8,4665,03:00 - 04:59
fall,2011-07-05,4,1,4,5,4665,03:00 - 04:59
fall,2011-07-05,5,1,19,20,4665,05:00 - 06:59
fall,2011-07-05,6,3,91,94,4665,05:00 - 06:59
fall,2011-07-05,7,22,248,270,4665,07:00 - 08:59
fall,2011-07-05,8,41,391,432,4665,07:00 - 08:59
fall,2011-07-05,9,50,177,227,4665,09:00 - 10:59
fall,2011-07-05,10,55,84,139,4665,09:00 - 10:59
fall,2011-07-05,11,75,97,172,4665,11:00 - 12:59
fall,2011-07-05,12,71,130,201,4665,11:00 - 12:59
fall,2011-07-05,13,67,136,203,4665,13:00 - 14:59
fall,2011-07-05,14,66,112,178,4665,13:00 - 14:59
fall,2011-07-05,15,51,111,162,4665,15:00 - 16:59
fall,2011-07-05,16,79,202,281,4665,15:00 - 16:59
fall,2011-07-05,17,79,466,545,4665,17:00 - 18:59
fall,2011-07-05,18,70,426,496,4665,17:00 - 18:59
fall,2011-07-05,19,71,297,368,4665,19:00 - 20:59
fall,2011-07-05,20,59,225,284,4665,19:00 - 20:59
fall,2011-07-05,21,77,168,245,4665,21:00 - 22:59
fall,2011-07-05,22,31,124,155,4665,21:00 - 22:59
fall,2011-07-05,23,19,54,73,4665,23:00 - 24:59
fall,2011-07-06,0,11,26,37,4629,
fall,2011-07-06,1,4,11,15,4629,01:00 - 02:59
fall,2011-07-06,2,1,4,5,4629,01:00 - 02:59
fall,2011-07-06,3,0,6,6,4629,03:00 - 04:59
fall,2011-07-06,4,0,6,6,4629,03:00 - 04:59
fall,2011-07-06,5,5,30,35,4629,05:00 - 06:59
fall,2011-07-06,6,9,112,121,4629,05:00 - 06:59
fall,2011-07-06,7,24,288,312,4629,07:00 - 08:59
fall,2011-07-06,8,31,397,428,4629,07:00 - 08:59
fall,2011-07-06,9,31,158,189,4629,09:00 - 10:59
fall,2011-07-06,10,13,30,43,4629,09:00 - 10:59
fall,2011-07-06,11,24,103,127,4629,11:00 - 12:59
fall,2011-07-06,12,38,114,152,4629,11:00 - 12:59
fall,2011-07-06,13,33,107,140,4629,13:00 - 14:59
fall,2011-07-06,14,50,113,163,4629,13:00 - 14:59
fall,2011-07-06,15,55,130,185,4629,15:00 - 16:59
fall,2011-07-06,16,57,218,275,4629,15:00 - 16:59
fall,2011-07-06,17,79,517,596,4629,17:00 - 18:59
fall,2011-07-06,18,77,486,563,4629,17:00 - 18:59
fall,2011-07-06,19,71,323,394,4629,19:00 - 20:59
fall,2011-07-06,20,55,257,312,4629,19:00 - 20:59
fall,2011-07-06,21,66,175,241,4629,21:00 - 22:59
fall,2011-07-06,22,30,156,186,4629,21:00 - 22:59
fall,2011-07-06,23,20,78,98,4629,23:00 - 24:59
fall,2011-07-07,0,6,29,35,4592,
fall,2011-07-07,1,2,14,16,4592,01:00 - 02:59
fall,2011-07-07,2,1,7,8,4592,01:00 - 02:59
fall,2011-07-07,3,2,2,4,4592,03:00 - 04:59
fall,2011-07-07,4,0,4,4,4592,03:00 - 04:59
fall,2011-07-07,5,2,30,32,4592,05:00 - 06:59
fall,2011-07-07,6,11,107,118,4592,05:00 - 06:59
fall,2011-07-07,7,13,279,292,4592,07:00 - 08:59
fall,2011-07-07,8,28,415,443,4592,07:00 - 08:59
fall,2011-07-07,9,25,154,179,4592,09:00 - 10:59
fall,2011-07-07,10,29,72,101,4592,09:00 - 10:59
fall,2011-07-07,11,30,112,142,4592,11:00 - 12:59
fall,2011-07-07,12,32,139,171,4592,11:00 - 12:59
fall,2011-07-07,13,48,107,155,4592,13:00 - 14:59
fall,2011-07-07,14,39,121,160,4592,13:00 - 14:59
fall,2011-07-07,15,47,119,166,4592,15:00 - 16:59
fall,2011-07-07,16,47,218,265,4592,15:00 - 16:59
fall,2011-07-07,17,80,489,569,4592,17:00 - 18:59
fall,2011-07-07,18,70,492,562,4592,17:00 - 18:59
fall,2011-07-07,19,79,286,365,4592,19:00 - 20:59
fall,2011-07-07,20,61,224,285,4592,19:00 - 20:59
fall,2011-07-07,21,39,170,209,4592,21:00 - 22:59
fall,2011-07-07,22,32,150,182,4592,21:00 - 22:59
fall,2011-07-07,23,31,98,129,4592,23:00 - 24:59
fall,2011-07-08,0,6,41,47,4040,
fall,2011-07-08,1,9,25,34,4040,01:00 - 02:59
fall,2011-07-08,2,10,12,22,4040,01:00 - 02:59
fall,2011-07-08,3,2,4,6,4040,03:00 - 04:59
fall,2011-07-08,4,7,4,11,4040,03:00 - 04:59
fall,2011-07-08,5,3,24,27,4040,05:00 - 06:59
fall,2011-07-08,6,11,91,102,4040,05:00 - 06:59
fall,2011-07-08,7,30,302,332,4040,07:00 - 08:59
fall,2011-07-08,8,36,421,457,4040,07:00 - 08:59
fall,2011-07-08,9,30,211,241,4040,09:00 - 10:59
fall,2011-07-08,10,30,108,138,4040,09:00 - 10:59
fall,2011-07-08,11,61,104,165,4040,11:00 - 12:59
fall,2011-07-08,12,49,164,213,4040,11:00 - 12:59
fall,2011-07-08,13,54,175,229,4040,13:00 - 14:59
fall,2011-07-08,14,53,163,216,4040,13:00 - 14:59
fall,2011-07-08,15,39,102,141,4040,15:00 - 16:59
fall,2011-07-08,16,27,105,132,4040,15:00 - 16:59
fall,2011-07-08,17,6,161,167,4040,17:00 - 18:59
fall,2011-07-08,18,35,281,316,4040,17:00 - 18:59
fall,2011-07-08,19,45,225,270,4040,19:00 - 20:59
fall,2011-07-08,20,30,220,250,4040,19:00 - 20:59
fall,2011-07-08,21,46,158,204,4040,21:00 - 22:59
fall,2011-07-08,22,33,136,169,4040,21:00 - 22:59
fall,2011-07-08,23,40,111,151,4040,23:00 - 24:59
fall,2011-07-09,0,31,90,121,5336,
fall,2011-07-09,1,5,48,53,5336,01:00 - 02:59
fall,2011-07-09,2,12,43,55,5336,01:00 - 02:59
fall,2011-07-09,3,7,23,30,5336,03:00 - 04:59
fall,2011-07-09,4,2,4,6,5336,03:00 - 04:59
fall,2011-07-09,5,4,11,15,5336,05:00 - 06:59
fall,2011-07-09,6,11,27,38,5336,05:00 - 06:59
fall,2011-07-09,7,21,50,71,5336,07:00 - 08:59
fall,2011-07-09,8,68,114,182,5336,07:00 - 08:59
fall,2011-07-09,9,77,170,247,5336,09:00 - 10:59
fall,2011-07-09,10,87,177,264,5336,09:00 - 10:59
fall,2011-07-09,11,101,189,290,5336,11:00 - 12:59
fall,2011-07-09,12,145,221,366,5336,11:00 - 12:59
fall,2011-07-09,13,167,249,416,5336,13:00 - 14:59
fall,2011-07-09,14,158,215,373,5336,13:00 - 14:59
fall,2011-07-09,15,182,220,402,5336,15:00 - 16:59
fall,2011-07-09,16,171,245,416,5336,15:00 - 16:59
fall,2011-07-09,17,160,241,401,5336,17:00 - 18:59
fall,2011-07-09,18,132,246,378,5336,17:00 - 18:59
fall,2011-07-09,19,128,178,306,5336,19:00 - 20:59
fall,2011-07-09,20,129,185,314,5336,19:00 - 20:59
fall,2011-07-09,21,83,155,238,5336,21:00 - 22:59
fall,2011-07-09,22,60,154,214,5336,21:00 - 22:59
fall,2011-07-09,23,47,93,140,5336,23:00 - 24:59
fall,2011-07-10,0,42,112,154,4881,
fall,2011-07-10,1,19,94,113,4881,01:00 - 02:59
fall,2011-07-10,2,28,68,96,4881,01:00 - 02:59
fall,2011-07-10,3,6,19,25,4881,03:00 - 04:59
fall,2011-07-10,4,0,5,5,4881,03:00 - 04:59
fall,2011-07-10,5,7,10,17,4881,05:00 - 06:59
fall,2011-07-10,6,8,17,25,4881,05:00 - 06:59
fall,2011-07-10,7,27,38,65,4881,07:00 - 08:59
fall,2011-07-10,8,27,65,92,4881,07:00 - 08:59
fall,2011-07-10,9,62,107,169,4881,09:00 - 10:59
fall,2011-07-10,10,95,173,268,4881,09:00 - 10:59
fall,2011-07-10,11,110,177,287,4881,11:00 - 12:59
fall,2011-07-10,12,133,244,377,4881,11:00 - 12:59
fall,2011-07-10,13,139,228,367,4881,13:00 - 14:59
fall,2011-07-10,14,122,227,349,4881,13:00 - 14:59
fall,2011-07-10,15,142,219,361,4881,15:00 - 16:59
fall,2011-07-10,16,128,244,372,4881,15:00 - 16:59
fall,2011-07-10,17,146,217,363,4881,17:00 - 18:59
fall,2011-07-10,18,141,222,363,4881,17:00 - 18:59
fall,2011-07-10,19,120,183,303,4881,19:00 - 20:59
fall,2011-07-10,20,101,167,268,4881,19:00 - 20:59
fall,2011-07-10,21,65,162,227,4881,21:00 - 22:59
fall,2011-07-10,22,56,87,143,4881,21:00 - 22:59
fall,2011-07-10,23,19,53,72,4881,23:00 - 24:59
fall,2011-07-11,0,10,25,35,4086,
fall,2011-07-11,1,5,5,10,4086,01:00 - 02:59
fall,2011-07-11,2,8,4,12,4086,01:00 - 02:59
fall,2011-07-11,3,2,8,10,4086,03:00 - 04:59
fall,2011-07-11,4,0,4,4,4086,03:00 - 04:59
fall,2011-07-11,5,5,21,26,4086,05:00 - 06:59
fall,2011-07-11,6,19,102,121,4086,05:00 - 06:59
fall,2011-07-11,7,28,289,317,4086,07:00 - 08:59
fall,2011-07-11,8,35,385,420,4086,07:00 - 08:59
fall,2011-07-11,9,41,167,208,4086,09:00 - 10:59
fall,2011-07-11,10,44,73,117,4086,09:00 - 10:59
fall,2011-07-11,11,39,89,128,4086,11:00 - 12:59
fall,2011-07-11,12,40,108,148,4086,11:00 - 12:59
fall,2011-07-11,13,22,119,141,4086,13:00 - 14:59
fall,2011-07-11,14,40,94,134,4086,13:00 - 14:59
fall,2011-07-11,15,38,108,146,4086,15:00 - 16:59
fall,2011-07-11,16,57,182,239,4086,15:00 - 16:59
fall,2011-07-11,17,59,455,514,4086,17:00 - 18:59
fall,2011-07-11,18,57,415,472,4086,17:00 - 18:59
fall,2011-07-11,19,80,293,373,4086,19:00 - 20:59
fall,2011-07-11,20,42,194,236,4086,19:00 - 20:59
fall,2011-07-11,21,21,109,130,4086,21:00 - 22:59
fall,2011-07-11,22,20,70,90,4086,21:00 - 22:59
fall,2011-07-11,23,11,44,55,4086,23:00 - 24:59
fall,2011-07-12,0,3,19,22,4258,
fall,2011-07-12,1,6,8,14,4258,01:00 - 02:59
fall,2011-07-12,2,2,7,9,4258,01:00 - 02:59
fall,2011-07-12,3,2,6,8,4258,03:00 - 04:59
fall,2011-07-12,4,0,6,6,4258,03:00 - 04:59
fall,2011-07-12,5,4,21,25,4258,05:00 - 06:59
fall,2011-07-12,6,13,102,115,4258,05:00 - 06:59
fall,2011-07-12,7,29,301,330,4258,07:00 - 08:59
fall,2011-07-12,8,35,382,417,4258,07:00 - 08:59
fall,2011-07-12,9,27,149,176,4258,09:00 - 10:59
fall,2011-07-12,10,38,85,123,4258,09:00 - 10:59
fall,2011-07-12,11,39,86,125,4258,11:00 - 12:59
fall,2011-07-12,12,38,125,163,4258,11:00 - 12:59
fall,2011-07-12,13,32,104,136,4258,13:00 - 14:59
fall,2011-07-12,14,33,91,124,4258,13:00 - 14:59
fall,2011-07-12,15,37,111,148,4258,15:00 - 16:59
fall,2011-07-12,16,25,177,202,4258,15:00 - 16:59
fall,2011-07-12,17,48,380,428,4258,17:00 - 18:59
fall,2011-07-12,18,39,472,511,4258,17:00 - 18:59
fall,2011-07-12,19,42,295,337,4258,19:00 - 20:59
fall,2011-07-12,20,57,251,308,4258,19:00 - 20:59
fall,2011-07-12,21,49,209,258,4258,21:00 - 22:59
fall,2011-07-12,22,44,150,194,4258,21:00 - 22:59
fall,2011-07-12,23,20,59,79,4258,23:00 - 24:59
fall,2011-07-13,0,9,37,46,4342,
fall,2011-07-13,1,1,11,12,4342,01:00 - 02:59
fall,2011-07-13,2,2,3,5,4342,01:00 - 02:59
fall,2011-07-13,3,0,4,4,4342,03:00 - 04:59
fall,2011-07-13,4,0,5,5,4342,03:00 - 04:59
fall,2011-07-13,5,4,22,26,4342,05:00 - 06:59
fall,2011-07-13,6,18,103,121,4342,05:00 - 06:59
fall,2011-07-13,7,32,281,313,4342,07:00 - 08:59
fall,2011-07-13,8,31,418,449,4342,07:00 - 08:59
fall,2011-07-13,9,23,163,186,4342,09:00 - 10:59
fall,2011-07-13,10,33,80,113,4342,09:00 - 10:59
fall,2011-07-13,11,55,110,165,4342,11:00 - 12:59
fall,2011-07-13,12,40,134,174,4342,11:00 - 12:59
fall,2011-07-13,13,39,119,158,4342,13:00 - 14:59
fall,2011-07-13,14,27,89,116,4342,13:00 - 14:59
fall,2011-07-13,15,13,33,46,4342,15:00 - 16:59
fall,2011-07-13,16,23,118,141,4342,15:00 - 16:59
fall,2011-07-13,17,70,418,488,4342,17:00 - 18:59
fall,2011-07-13,18,51,412,463,4342,17:00 - 18:59
fall,2011-07-13,19,79,340,419,4342,19:00 - 20:59
fall,2011-07-13,20,61,281,342,4342,19:00 - 20:59
fall,2011-07-13,21,56,194,250,4342,21:00 - 22:59
fall,2011-07-13,22,48,136,184,4342,21:00 - 22:59
fall,2011-07-13,23,33,83,116,4342,23:00 - 24:59
fall,2011-07-14,0,14,32,46,5084,
fall,2011-07-14,1,4,21,25,5084,01:00 - 02:59
fall,2011-07-14,2,3,7,10,5084,01:00 - 02:59
fall,2011-07-14,3,1,5,6,5084,03:00 - 04:59
fall,2011-07-14,4,0,6,6,5084,03:00 - 04:59
fall,2011-07-14,5,6,22,28,5084,05:00 - 06:59
fall,2011-07-14,6,14,116,130,5084,05:00 - 06:59
fall,2011-07-14,7,23,311,334,5084,07:00 - 08:59
fall,2011-07-14,8,53,433,486,5084,07:00 - 08:59
fall,2011-07-14,9,29,195,224,5084,09:00 - 10:59
fall,2011-07-14,10,32,95,127,5084,09:00 - 10:59
fall,2011-07-14,11,38,110,148,5084,11:00 - 12:59
fall,2011-07-14,12,51,172,223,5084,11:00 - 12:59
fall,2011-07-14,13,39,138,177,5084,13:00 - 14:59
fall,2011-07-14,14,49,129,178,5084,13:00 - 14:59
fall,2011-07-14,15,42,138,180,5084,15:00 - 16:59
fall,2011-07-14,16,43,231,274,5084,15:00 - 16:59
fall,2011-07-14,17,78,517,595,5084,17:00 - 18:59
fall,2011-07-14,18,94,484,578,5084,17:00 - 18:59
fall,2011-07-14,19,67,333,400,5084,19:00 - 20:59
fall,2011-07-14,20,81,267,348,5084,19:00 - 20:59
fall,2011-07-14,21,58,203,261,5084,21:00 - 22:59
fall,2011-07-14,22,42,134,176,5084,21:00 - 22:59
fall,2011-07-14,23,27,97,124,5084,23:00 - 24:59
fall,2011-07-15,0,23,57,80,5538,
fall,2011-07-15,1,7,13,20,5538,01:00 - 02:59
fall,2011-07-15,2,16,22,38,5538,01:00 - 02:59
fall,2011-07-15,3,1,6,7,5538,03:00 - 04:59
fall,2011-07-15,4,2,8,10,5538,03:00 - 04:59
fall,2011-07-15,5,7,16,23,5538,05:00 - 06:59
fall,2011-07-15,6,12,108,120,5538,05:00 - 06:59
fall,2011-07-15,7,17,257,274,5538,07:00 - 08:59
fall,2011-07-15,8,50,514,564,5538,07:00 - 08:59
fall,2011-07-15,9,31,176,207,5538,09:00 - 10:59
fall,2011-07-15,10,59,107,166,5538,09:00 - 10:59
fall,2011-07-15,11,73,137,210,5538,11:00 - 12:59
fall,2011-07-15,12,61,177,238,5538,11:00 - 12:59
fall,2011-07-15,13,85,162,247,5538,13:00 - 14:59
fall,2011-07-15,14,105,160,265,5538,13:00 - 14:59
fall,2011-07-15,15,74,163,237,5538,15:00 - 16:59
fall,2011-07-15,16,96,265,361,5538,15:00 - 16:59
fall,2011-07-15,17,104,483,587,5538,17:00 - 18:59
fall,2011-07-15,18,102,394,496,5538,17:00 - 18:59
fall,2011-07-15,19,114,280,394,5538,19:00 - 20:59
fall,2011-07-15,20,92,251,343,5538,19:00 - 20:59
fall,2011-07-15,21,75,186,261,5538,21:00 - 22:59
fall,2011-07-15,22,71,152,223,5538,21:00 - 22:59
fall,2011-07-15,23,41,126,167,5538,23:00 - 24:59
fall,2011-07-16,0,42,68,110,5923,
fall,2011-07-16,1,24,51,75,5923,01:00 - 02:59
fall,2011-07-16,2,10,48,58,5923,01:00 - 02:59
fall,2011-07-16,3,6,20,26,5923,03:00 - 04:59
fall,2011-07-16,4,9,7,16,5923,03:00 - 04:59
fall,2011-07-16,5,4,6,10,5923,05:00 - 06:59
fall,2011-07-16,6,16,21,37,5923,05:00 - 06:59
fall,2011-07-16,7,14,38,52,5923,07:00 - 08:59
fall,2011-07-16,8,37,90,127,5923,07:00 - 08:59
fall,2011-07-16,9,72,150,222,5923,09:00 - 10:59
fall,2011-07-16,10,114,208,322,5923,09:00 - 10:59
fall,2011-07-16,11,171,225,396,5923,11:00 - 12:59
fall,2011-07-16,12,187,276,463,5923,11:00 - 12:59
fall,2011-07-16,13,221,276,497,5923,13:00 - 14:59
fall,2011-07-16,14,201,232,433,5923,13:00 - 14:59
fall,2011-07-16,15,205,223,428,5923,15:00 - 16:59
fall,2011-07-16,16,183,242,425,5923,15:00 - 16:59
fall,2011-07-16,17,234,241,475,5923,17:00 - 18:59
fall,2011-07-16,18,185,243,428,5923,17:00 - 18:59
fall,2011-07-16,19,164,242,406,5923,19:00 - 20:59
fall,2011-07-16,20,108,188,296,5923,19:00 - 20:59
fall,2011-07-16,21,85,167,252,5923,21:00 - 22:59
fall,2011-07-16,22,65,136,201,5923,21:00 - 22:59
fall,2011-07-16,23,61,107,168,5923,23:00 - 24:59
fall,2011-07-17,0,34,91,125,5302,
fall,2011-07-17,1,16,86,102,5302,01:00 - 02:59
fall,2011-07-17,2,28,66,94,5302,01:00 - 02:59
fall,2011-07-17,3,21,26,47,5302,03:00 - 04:59
fall,2011-07-17,4,4,6,10,5302,03:00 - 04:59
fall,2011-07-17,5,4,8,12,5302,05:00 - 06:59
fall,2011-07-17,6,10,11,21,5302,05:00 - 06:59
fall,2011-07-17,7,20,30,50,5302,07:00 - 08:59
fall,2011-07-17,8,45,73,118,5302,07:00 - 08:59
fall,2011-07-17,9,74,110,184,5302,09:00 - 10:59
fall,2011-07-17,10,127,177,304,5302,09:00 - 10:59
fall,2011-07-17,11,147,244,391,5302,11:00 - 12:59
fall,2011-07-17,12,177,243,420,5302,11:00 - 12:59
fall,2011-07-17,13,200,272,472,5302,13:00 - 14:59
fall,2011-07-17,14,168,262,430,5302,13:00 - 14:59
fall,2011-07-17,15,129,195,324,5302,15:00 - 16:59
fall,2011-07-17,16,129,188,317,5302,15:00 - 16:59
fall,2011-07-17,17,133,236,369,5302,17:00 - 18:59
fall,2011-07-17,18,147,243,390,5302,17:00 - 18:59
fall,2011-07-17,19,145,234,379,5302,19:00 - 20:59
fall,2011-07-17,20,85,177,262,5302,19:00 - 20:59
fall,2011-07-17,21,59,148,207,5302,21:00 - 22:59
fall,2011-07-17,22,65,116,181,5302,21:00 - 22:59
fall,2011-07-17,23,39,54,93,5302,23:00 - 24:59
fall,2011-07-18,0,21,30,51,4458,
fall,2011-07-18,1,17,8,25,4458,01:00 - 02:59
fall,2011-07-18,2,2,8,10,4458,01:00 - 02:59
fall,2011-07-18,3,3,4,7,4458,03:00 - 04:59
fall,2011-07-18,4,1,3,4,4458,03:00 - 04:59
fall,2011-07-18,5,2,15,17,4458,05:00 - 06:59
fall,2011-07-18,6,10,95,105,4458,05:00 - 06:59
fall,2011-07-18,7,22,255,277,4458,07:00 - 08:59
fall,2011-07-18,8,18,329,347,4458,07:00 - 08:59
fall,2011-07-18,9,33,170,203,4458,09:00 - 10:59
fall,2011-07-18,10,52,78,130,4458,09:00 - 10:59
fall,2011-07-18,11,42,99,141,4458,11:00 - 12:59
fall,2011-07-18,12,39,126,165,4458,11:00 - 12:59
fall,2011-07-18,13,27,125,152,4458,13:00 - 14:59
fall,2011-07-18,14,32,106,138,4458,13:00 - 14:59
fall,2011-07-18,15,53,111,164,4458,15:00 - 16:59
fall,2011-07-18,16,45,220,265,4458,15:00 - 16:59
fall,2011-07-18,17,72,473,545,4458,17:00 - 18:59
fall,2011-07-18,18,80,478,558,4458,17:00 - 18:59
fall,2011-07-18,19,63,335,398,4458,19:00 - 20:59
fall,2011-07-18,20,91,232,323,4458,19:00 - 20:59
fall,2011-07-18,21,48,154,202,4458,21:00 - 22:59
fall,2011-07-18,22,36,104,140,4458,21:00 - 22:59
